MUNICIPIO;UF;Total_Postos;Total_PAE;Total_Agências;Populacao;Coeficiente de ajuste populacional;IDHM;Nível de bancarização;Teledensidade estadual;Probabilidade_de_conversão;Clientes_Convertidos
SANTA QUITERIA DO MARANHAO;SP;1,000000;2,000000;1,000000;9080;10;0,695000;0,000441;0,074119;0,130000;12
SANTA RITA;SC;3,000000;10,000000;7,000000;7312;10;0,608000;0,002735;0,550739;0,250000;18
SANTA RITA DE CALDAS;PA;1;4;1;8498;10;0,701000;0,000706;0,217345;0,420000;36
SANTA RITA DE CASSIA;PR;1,000000;3,000000;2,000000;29846;15;0,729000;0,000201;0,024593;0,010000;3
SANTA RITA DE IBITIPOCA ;PB;1,000000;1,000000;;5095;10;0,721000;0,000393;0,252993;0,640000;33
SANTA RITA DE JACUTINGA ;MG;1,000000;1,000000;;4238;5;0,735000;0,000472;0,373525;5,340000;226
SANTA RITA DE MINAS ;PI;1,000000;1,000000;;28017;15;0,632000;0,000071;0,104258;0,010000;3
SANTA RITA DO ARAGUAIA;SP;;1,000000;1,000000;3150;5;0,757000;0,000635;0,213651;3,540000;112
SANTA RITA DO ITUETO;MG;1,000000;1,000000;;5317;10;0,770000;0,000376;0,297724;1,450000;77
SANTA RITA DO PARDO ;MG;2,000000;2,000000;;8566;10;0,713000;0,000467;0,184800;0,420000;36
SANTA RITA DO PASSA QUATRO;SP;1,000000;3,000000;5,000000;3631;5;0,614000;0,002479;0,185348;1,080000;39
SANTA RITA DO SAPUCAI ;MG;6,000000;7,000000;5,000000;4080;5;0,653000;0,004412;0,387990;3,070000;125
SANTA RITA DO TRIVELATO ;SP;2,000000;;;5341;10;0,750000;0,000374;0,126006;0,470000;25
SANTA RITA D'OESTE;SP;;1,000000;1,000000;5341;10;0,750000;0,000374;0,126006;0,470000;25
SANTA ROSA;PR;11,000000;22,000000;9,000000;13023;10;0,647000;0,003225;0,056362;0,050000;7
SANTA ROSA DA SERRA ;SC;1,000000;1,000000;;1547;5;0,759000;0,001293;2,603103;43,710000;676
SANTA ROSA DE GOIAS ;MA;2,000000;1,000000;;5351;10;0,542000;0,000561;0,224444;0,030000;2
SANTA ROSA DE LIMA;BA;2,000000;3,000000;;15160;10;0,563000;0,000330;0,259235;0,060000;9
SANTA ROSA DO TOCANTINS ;SC;1,000000;1,000000;;37193;15;0,657000;0,000054;0,108273;0,010000;4
SANTA SALETE;BA;1,000000;;;17726;10;0,669000;0,000056;0,221708;0,270000;48
SANTA TERESA;MA;2,000000;8,000000;4,000000;12179;10;0,595000;0,001150;0,098612;0,040000;5
SANTA TERESINHA ;RN;1,000000;1,000000;;3606;5;0,757000;0,000555;0,262618;4,350000;157
SANTA TEREZA;MG;2,000000;;;12838;10;0,591000;0,000156;0,123306;0,040000;5
SANTA TEREZA DE GOIAS ;TO;1,000000;1,000000;;3676;5;0,664000;0,000544;0,130033;1,120000;41
SANTA TEREZA DO OESTE ;ES;7,000000;4,000000;;11658;10;0,737000;0,000944;0,178247;0,560000;65
SANTA TEREZINHA ;MG;10,000000;3,000000;;3001;5;0,701000;0,004332;0,527491;5,950000;179
SANTA TEREZINHA DE GOIAS;RS;1,000000;3,000000;3,000000;2937;5;0,806000;0,002383;0,048349;1,100000;32
SANTA TEREZINHA DE ITAIPU ;RO;3,000000;1,000000;2,000000;7070;10;0,557000;0,000849;1,102546;0,210000;15
SANTA TEREZINHA DO PROGRESSO;MA;1,000000;;;18571;10;0,559000;0,000054;0,064671;0,010000;2
SANTA VITORIA ;SC;2,000000;3,000000;2,000000;2283;5;0,587000;0,003066;1,763907;8,200000;187
SANTA VITORIA DO PALMAR ;MG;4,000000;4,000000;4,000000;19627;10;0,763000;0,000611;0,080654;0,360000;71
SANTANA ;MA;2,000000;15,000000;9,000000;19069;10;0,580000;0,001363;0,062982;0,020000;4
SANTANA DA BOA VISTA;BA;2,000000;;1,000000;28004;15;0,641000;0,000107;0,140337;0,010000;3
SANTANA DA PONTE PENSA;MA;1,000000;1,000000;1,000000;11261;10;0,752000;0,000266;0,106651;0,410000;46
SANTANA DE CATAGUASES ;PA;1;2;;10857;10;0,701000;0,000276;0,170121;0,320000;35
SANTANA DE PARNAIBA ;PE;11,000000;24,000000;14,000000;15101;10;0,706000;0,003245;0,404145;0,830000;125
SANTANA DE PIRAPAMA ;RO;1,000000;1,000000;1,000000;2776;5;0,606000;0,001081;2,807997;15,300000;425
SANTANA DO ACARAU ;MT;1,000000;3,000000;1,000000;63092;15;0,684000;0,000079;0,169419;0,040000;25
SANTANA DO ARAGUAIA ;MA;2,000000;3,000000;4,000000;15431;10;0,683000;0,000583;0,077830;0,110000;17
SANTANA DO CARIRI ;PR;1,000000;2,000000;1,000000;11130;10;0,743000;0,000359;0,065948;0,230000;26
SANTANA DO DESERTO;SC;1,000000;1,000000;;2937;5;0,661000;0,000681;1,371127;11,530000;339
SANTANA DO IPANEMA;PB;2,000000;3,000000;4,000000;23549;15;0,733000;0,000382;0,054737;0,030000;7
SANTANA DO ITARARE;GO;2,000000;1,000000;;3203;5;0,690000;0,000937;1,138620;11,870000;380
SANTANA DO JACARE ;RS;;1,000000;1,000000;6239;10;0,676000;0,000321;0,022760;0,030000;2
SANTANA DO MANHUACU ;SE;3,000000;4,000000;;29692;15;0,567000;0,000236;1,549778;0,020000;6
SANTANA DO MARANHAO ;RS;1,000000;1,000000;;1938;5;0,715000;0,001032;0,073271;0,910000;18
SANTANA DO MATOS;MG;2,000000;2,000000;;10834;10;0,617000;0,000369;0,146114;0,080000;9
SANTANA DO PARAISO;TO;2,000000;1,000000;1,000000;2717;5;0,704000;0,001472;0,175929;2,030000;55
SANTANA DO RIACHO ;RN;2,000000;1,000000;;9724;10;0,683000;0,000309;0,097388;0,140000;14
SANTANA DO SAO FRANCISCO;RS;;1,000000;;3889;5;0,710000;0,000257;0,036513;0,440000;17
SANTANA DOS GARROTES;PB;1,000000;1,000000;;13741;10;0,738000;0,000146;0,093807;0,300000;41
SANTANA DOS MONTES;SP;1,000000;1,000000;;3854;5;0,714000;0,000519;0,174624;2,160000;83
SANTAREM;MG;12,000000;35,000000;15,000000;3584;5;0,690000;0,017299;0,441685;4,610000;165
SANTAREM NOVO ;PR;1,000000;1,000000;;4465;5;0,742000;0,000448;0,164390;2,460000;110
SANTIAGO;SP;4,000000;10,000000;6,000000;14210;10;0,689000;0,001407;0,047361;0,080000;11
SANTIAGO DO SUL ;PR;2,000000;;;7477;10;0,791000;0,000267;0,098168;0,630000;47
SANTO AFONSO;PA;1;;;13702;10;0,559000;0,000073;0,134798;0,030000;4
SANTO AMARO ;RJ;2,000000;7,000000;5,000000;14435;10;0,681000;0,000970;0,691722;0,990000;143
SANTO AMARO DAS BROTAS;RS;1,000000;1,000000;1,000000;1856;5;0,592000;0,001616;0,076509;0,370000;7
SANTO AMARO DO MARANHAO ;PR;1,000000;1,000000;;4029;5;0,608000;0,000496;0,182179;1,010000;41
SANTO ANASTACIO ;AL;1,000000;3,000000;5,000000;11248;10;0,680000;0,000800;0,067834;0,100000;11
SANTO ANDRE ;PR;74,000000;113,000000;84,000000;34409;15;0,715000;0,007876;0,021332;0,010000;3
SANTO ANGELO;PI;10,000000;22,000000;8,000000;9017;10;0,722000;0,004436;0,323944;0,830000;75
SANTO ANTONIO ;PB;;2,000000;3,000000;25433;15;0,682000;0,000197;0,050682;0,010000;3
SANTO ANTONIO DA ALEGRIA;BA;3,000000;2,000000;;44179;15;0,692000;0,000113;0,088956;0,020000;9
SANTO ANTONIO DA PATRULHA ;SP;3,000000;5,000000;5,000000;3460;5;0,665000;0,003757;0,194509;1,690000;58
SANTO ANTONIO DA PLATINA;SP;7,000000;5,000000;4,000000;13606;10;0,544000;0,001176;0,049463;0,010000;1
SANTO ANTONIO DAS MISSOES ;MG;2,000000;1,000000;1,000000;1943;5;0,730000;0,002059;0,814720;11,260000;219
SANTO ANTONIO DE GOIAS;MT;1,000000;2,000000;;17937;10;0,715000;0,000167;0,595919;1,390000;249
SANTO ANTONIO DE JESUS;PR;2,000000;5,000000;8,000000;12232;10;0,732000;0,001226;0,060007;0,180000;22
SANTO ANTONIO DE LISBOA ;RS;1,000000;1,000000;;2790;5;0,756000;0,000717;0,050896;0,840000;23
SANTO ANTONIO DE POSSE;SC;3,000000;3,000000;4,000000;9829;10;0,740000;0,001017;0,409706;1,340000;132
SANTO ANTONIO DO AMPARO ;PR;2,000000;3,000000;3,000000;4508;5;0,704000;0,001775;0,162822;1,880000;85
SANTO ANTONIO DO ARACANGUA;SP;2,000000;2,000000;;6688;10;0,680000;0,000598;0,100628;0,140000;9
SANTO ANTONIO DO AVENTUREIRO;RS;1,000000;;;3803;5;0,594000;0,000263;0,037339;0,180000;7
SANTO ANTONIO DO CAIUA;PE;1,000000;1,000000;;26175;15;0,622000;0,000076;0,233161;0,010000;3
SANTO ANTONIO DO GRAMA;RJ;1,000000;1,000000;;25126;15;0,578000;0,000080;0,397397;0,010000;3
SANTO ANTONIO DO ICA;PR;;1,000000;1,000000;19221;10;0,659000;0,000104;0,038187;0,040000;8
SANTO ANTONIO DO JACINTO;PE;2,000000;2,000000;1,000000;1983;5;0,642000;0,002521;3,077660;22,380000;444
SANTO ANTONIO DO JARDIM ;PB;2,000000;1,000000;1,000000;6805;10;0,622000;0,000588;0,189420;0,110000;7
SANTO ANTONIO DO LESTE;BA;1,000000;1,000000;;8956;10;0,608000;0,000223;0,438812;0,200000;18
SANTO ANTONIO DO MONTE;CE;3,000000;7,000000;3,000000;16147;10;0,564000;0,000805;0,141636;0,030000;5
SANTO ANTONIO DO PALMA;CE;2,000000;1,000000;;81778;15;0,745000;0,000037;0,027966;0,020000;16
SANTO ANTONIO DO PARAISO;CE;1,000000;;;22293;15;0,630000;0,000045;0,102588;0,010000;2
SANTO ANTONIO DO PINHAL ;RN;1,000000;2,000000;1,000000;5128;10;0,751000;0,000780;0,184672;0,700000;36
SANTO ANTONIO DO PLANALTO ;RN;2,000000;;1,000000;3208;5;0,707000;0,000935;0,295200;3,480000;112
SANTO ANTONIO DO RIO ABAIXO ;BA;1,000000;1,000000;;22633;15;0,704000;0,000088;0,173640;0,060000;14
SANTO ANTONIO DO SUDOESTE ;SP;3,000000;3,000000;4,000000;9101;10;0,753000;0,001099;0,073948;0,290000;26
SANTO ANTONIO DO TAUA ;PR;2,000000;5,000000;1,000000;4476;5;0,626000;0,001787;0,163986;1,050000;47
SANTO ANTONIO DOS LOPES ;SP;2,000000;2,000000;;29726;15;0,730000;0,000135;0,022640;0,010000;3
SANTO AUGUSTO ;PR;3,000000;4,000000;3,000000;3784;5;0,655000;0,002643;0,193975;1,560000;59
SANTO CRISTO;PR;1,000000;2,000000;4,000000;2628;5;0,722000;0,002664;0,279300;3,650000;96
SANTO ESTEVAO ;SC;1,000000;5,000000;3,000000;2887;5;0,672000;0,003117;1,394874;12,740000;368
SANTO EXPEDITO;MA;1,000000;1,000000;1,000000;31177;15;0,772000;0,000096;0,038522;0,050000;16
SANTO EXPEDITO DO SUL ;MG;2,000000;;;16429;10;0,692000;0,000122;0,096354;0,160000;26
SANTO INACIO;PR;2,000000;2,000000;1,000000;16950;10;0,626000;0,000295;0,043304;0,030000;5
SANTOPOLIS DO AGUAPEI ;PR;1,000000;1,000000;1,000000;14946;10;0,672000;0,000201;0,049110;0,060000;9
SANTOS DUMONT ;MG;2,000000;3,000000;5,000000;10520;10;0,589000;0,000951;0,150475;0,050000;5
SAO BENEDITO;TO;2,000000;4,000000;4,000000;4342;5;0,631000;0,002303;0,110088;0,730000;32
SAO BENTO ;SP;;5,000000;5,000000;3839;5;0,768000;0,002605;0,175306;3,120000;120
SAO BENTO ABADE ;PI;2,000000;1,000000;;8796;10;0,728000;0,000341;0,332083;0,930000;82
SAO BENTO DO NORTE;RS;1,000000;1,000000;;11669;10;0,754000;0,000171;0,012169;0,050000;6
SAO BENTO DO SAPUCAI;MG;1,000000;3,000000;3,000000;7201;10;0,731000;0,000972;0,219831;0,640000;46
SAO BENTO DO SUL;PI;17,000000;15,000000;7,000000;17979;10;0,579000;0,002169;0,162467;0,050000;9
SAO BENTO DO UNA;SP;;2,000000;3,000000;9837;10;0,733000;0,000508;0,068415;0,200000;20
SAO BERNARDO;RS;;2,000000;2,000000;2079;5;0,768000;0,001924;0,068302;1,220000;25
SAO BERNARDO DO CAMPO ;BA;96,000000;117,000000;97,000000;41170;15;0,685000;0,007530;0,095458;0,020000;8
SAO BONIFACIO ;PB;2,000000;2,000000;;19798;10;0,618000;0,000202;0,065108;0,040000;8
SAO BORJA ;PR;5,000000;6,000000;7,000000;6787;10;0,676000;0,002652;0,108148;0,140000;10
SAO BRAS DO SUACUI;CE;1,000000;2,000000;;18385;10;0,648000;0,000163;0,124395;0,110000;20
SAO CAETANO DO SUL;MG;33,000000;59,000000;43,000000;11540;10;0,683000;0,011698;0,137175;0,200000;23
SAO CAITANO ;PR;1,000000;2,000000;1,000000;26825;15;0,705000;0,000149;0,027363;0,010000;3
SAO CARLOS;MT;35,000000;36,000000;35,000000;2743;5;0,683000;0,038644;3,896828;38,610000;1059
SAO CARLOS DO IVAI;PR;3,000000;1,000000;1,000000;8069;10;0,636000;0,000620;0,090965;0,070000;6
SAO CRISTOVAO ;MG;;8,000000;5,000000;17396;10;0,576000;0,000747;0,090998;0,020000;3
SAO CRISTOVAO DO SUL;MG;4,000000;3,000000;;4817;5;0,574000;0,001453;0,328628;1,370000;66
SAO DESIDERIO ;SP;3,000000;4,000000;2,000000;7679;10;0,578000;0,001172;0,087642;0,020000;2
SAO DOMINGOS DAS DORES;BA;1,000000;1,000000;;14495;10;0,539000;0,000138;0,271128;0,040000;6
SAO DOMINGOS DO ARAGUAIA;MA;;2,000000;2,000000;3619;5;0,628000;0,001105;0,331860;2,160000;78
SAO DOMINGOS DO MARANHAO;BA;1,000000;2,000000;1,000000;22334;15;0,632000;0,000179;0,175965;0,010000;2
SAO DOMINGOS DO NORTE ;PB;1,000000;2,000000;1,000000;4541;5;0,572000;0,000881;0,283858;1,160000;53
SAO DOMINGOS DO PRATA ;SE;2,000000;4,000000;2,000000;19809;10;0,584000;0,000404;2,322985;0,710000;141
SAO FELIPE;PB;1,000000;1,000000;1,000000;4540;5;0,615000;0,000661;0,283921;1,670000;76
SAO FELIPE D'OESTE;TO;2,000000;1,000000;;4684;5;0,591000;0,000640;0,102050;0,490000;23
SAO FELIX ;MG;;1,000000;1,000000;8134;10;0,594000;0,000246;0,194615;0,070000;6
SAO FELIX DE BALSAS ;RN;1,000000;1,000000;;3614;5;0,568000;0,000553;0,262037;1,030000;37
SAO FELIX DE MINAS;PE;2,000000;2,000000;;20646;15;0,627000;0,000194;0,295602;0,020000;4
SAO FELIX DO ARAGUAIA ;RN;;2,000000;2,000000;4199;5;0,541000;0,000953;0,225530;0,700000;29
SAO FELIX DO PIAUI;PB;1,000000;1,000000;;1974;5;0,617000;0,001013;0,652989;3,890000;77
SAO FELIX DO XINGU;PB;;3,000000;5,000000;8541;10;0,727000;0,000937;0,150919;0,410000;35
SAO FIDELIS ;MG;3,000000;3,000000;4,000000;9476;10;0,693000;0,001055;0,167054;0,280000;27
SAO FRANCISCO ;PI;2,000000;4,000000;4,000000;4309;5;0,615000;0,002321;0,677883;3,980000;171
SAO FRANCISCO DE ASSIS;RN;2,000000;4,000000;3,000000;8220;10;0,664000;0,001095;0,115207;0,130000;11
SAO FRANCISCO DE ASSIS DO PIAUI ;SE;1,000000;1,000000;;10284;10;0,698000;0,000194;4,474524;8,190000;842
SAO FRANCISCO DE GOIAS;GO;2,000000;2,000000;1,000000;10940;10;0,512000;0,000457;0,333364;0,030000;3
SAO FRANCISCO DE ITABAPOANA ;GO;6,000000;7,000000;4,000000;4817;5;0,520000;0,003529;0,757110;1,920000;92
SAO FRANCISCO DE PAULA;MA;5,000000;8,000000;3,000000;7825;10;0,601000;0,002045;0,153482;0,060000;5
SAO FRANCISCO DO BREJAO ;SP;2,000000;1,000000;;3330;5;0,712000;0,000901;0,202102;2,470000;82
SAO FRANCISCO DO CONDE;BA;2,000000;7,000000;4,000000;14612;10;0,639000;0,000890;0,268957;0,200000;29
SAO FRANCISCO DO GLORIA ;PI;1,000000;1,000000;;4488;5;0,670000;0,000446;0,650847;5,860000;263
SAO FRANCISCO DO GUAPORE;BA;2,000000;2,000000;2,000000;53956;15;0,716000;0,000111;0,072837;0,030000;16
SAO FRANCISCO DO MARANHAO ;PE;1,000000;1,000000;;47616;15;0,711000;0,000042;0,128171;0,050000;24
SAO FRANCISCO DO PARA ;SP;2,000000;3,000000;;13299;10;0,684000;0,000376;0,050605;0,080000;11
SAO FRANCISCO DO PIAUI;SP;1,000000;1,000000;;16211;10;0,540000;0,000123;0,041515;0,010000;2
SAO FRANCISCO DO SUL;MT;4,000000;6,000000;4,000000;10329;10;0,701000;0,001355;1,034853;1,980000;205
SAO GABRIEL ;PR;6,000000;14,000000;8,000000;10645;10;0,747000;0,002630;0,068953;0,250000;27
SAO GABRIEL DA CACHOEIRA;SP;;6,000000;2,000000;4752;5;0,721000;0,001684;0,141625;1,840000;87
SAO GABRIEL DO OESTE;BA;2,000000;4,000000;3,000000;5343;10;0,784000;0,001684;0,735542;4,300000;230
SAO GERALDO ;PR;;;1,000000;12948;10;0,800000;0,000077;0,056688;0,410000;53
SAO GERALDO DO ARAGUAIA ;SP;;2,000000;3,000000;4539;5;0,737000;0,001102;0,148271;2,150000;98
SAO GERALDO DO BAIXIO ;SP;1,000000;1,000000;;2224;5;0,692000;0,000899;0,302608;3,200000;71
SAO GONCALO ;SP;16,000000;39,000000;42,000000;7679;10;0,601000;0,012632;0,087642;0,040000;3
SAO GONCALO DO PARA ;MG;2,000000;1,000000;1,000000;4047;5;0,734000;0,000988;0,391154;5,560000;225
SAO GONCALO DO PIAUI;MT;1,000000;1,000000;;2422;5;0,723000;0,000826;4,413295;58,130000;1408
SAO GONCALO DO RIO ABAIXO ;PI;3,000000;5,000000;1,000000;7376;10;0,673000;0,001220;0,396014;0,500000;37
SAO GONCALO DO RIO PRETO;SE;1,000000;2,000000;;18773;10;0,687000;0,000160;2,451180;3,830000;719
SAO GONCALO DO SAPUCAI;SP;;6,000000;4,000000;3640;5;0,681000;0,002747;0,184890;1,810000;66
SAO GONCALO DOS CAMPOS;SP;;3,000000;2,000000;10812;10;0,729000;0,000462;0,062246;0,180000;19
SAO GOTARDO ;SP;2,000000;14,000000;5,000000;9961;10;0,710000;0,002108;0,067563;0,150000;15
SAO JERONIMO;MG;4,000000;4,000000;4,000000;10420;10;0,629000;0,001152;0,151919;0,100000;10
SAO JERONIMO DA SERRA ;PR;2,000000;2,000000;2,000000;15336;10;0,727000;0,000391;0,047861;0,130000;20
SAO JOAO;ES;5,000000;7,000000;3,000000;19271;10;0,707000;0,000778;0,107830;0,220000;42
SAO JOAO BATISTA;PR;4,000000;7,000000;4,000000;3182;5;0,640000;0,004714;0,230673;1,650000;53
SAO JOAO BATISTA DO GLORIA;RJ;1,000000;2,000000;;60573;15;0,679000;0,000050;0,164842;0,030000;18
SAO JOAO DA BALIZA;AC;;3,000000;1,000000;5150;10;0,650000;0,000777;0,046602;0,040000;2
SAO JOAO DA BOA VISTA ;PR;13,000000;14,000000;6,000000;4109;5;0,803000;0,008031;0,178632;3,980000;164
SAO JOAO DA MATA;MG;2,000000;1,000000;;13473;10;0,697000;0,000223;0,117494;0,210000;28
SAO JOAO DA PONTA ;RJ;1,000000;1,000000;;18605;10;0,680000;0,000107;0,536684;0,760000;141
SAO JOAO DA SERRA ;RO;1,000000;1,000000;;3804;5;0,759000;0,000526;2,049159;34,410000;1309
SAO JOAO DA URTIGA;TO;2,000000;;1,000000;2171;5;0,605000;0,001382;0,220175;1,190000;26
SAO JOAO D'ALIANCA;TO;1,000000;;1,000000;2171;5;0,605000;0,000921;0,220175;1,190000;26
SAO JOAO DAS DUAS PONTES;SC;1,000000;1,000000;;6202;10;0,799000;0,000322;0,649307;4,590000;285
SAO JOAO DAS MISSOES;RJ;1,000000;1,000000;;9344;10;0,576000;0,000214;1,068600;0,290000;27
SAO JOAO DE IRACEMA ;RJ;1,000000;1,000000;;155193;20;0,729000;0,000013;0,064339;0,010000;16
SAO JOAO DE PIRABAS ;BA;1,000000;1,000000;1,000000;12932;10;0,754000;0,000232;0,303897;1,200000;155
SAO JOAO DO ARAGUAIA;BA;1,000000;1,000000;;15448;10;0,605000;0,000129;0,254402;0,110000;17
SAO JOAO DO CAIUA ;SC;1,000000;1,000000;1,000000;5902;10;0,802000;0,000508;0,682311;5,010000;296
SAO JOAO DO CARIRI;RN;1,000000;1,000000;;10905;10;0,664000;0,000183;0,086841;0,100000;11
SAO JOAO DO ITAPERIU;SC;2,000000;1,000000;;7520;10;0,616000;0,000399;0,535505;0,280000;21
SAO JOAO DO IVAI;BA;3,000000;2,000000;3,000000;11663;10;0,729000;0,000686;0,336963;0,950000;111
SAO JOAO DO JAGUARIBE ;MG;2,000000;2,000000;;5133;10;0,656000;0,000779;0,308397;0,300000;15
SAO JOAO DO MANTENINHA;MG;2,000000;2,000000;1,000000;2620;5;0,613000;0,001908;0,604198;3,490000;91
SAO JOAO DO OESTE ;TO;4,000000;2,000000;;2856;5;0,806000;0,002101;0,167367;3,800000;109
SAO JOAO DO ORIENTE ;SC;3,000000;2,000000;;11808;10;0,744000;0,000423;0,341040;1,180000;139
SAO JOAO DO PARAISO ;RS;1,000000;5,000000;3,000000;2660;5;0,749000;0,003383;0,053383;0,840000;22
SAO JOAO DO PAU D'ALHO;MG;1,000000;1,000000;;5402;10;0,572000;0,000370;0,293040;0,070000;4
SAO JOAO DO PIAUI ;PE;;3,000000;4,000000;23628;15;0,643000;0,000296;0,258295;0,020000;5
SAO JOAO DO POLESINE;SC;3,000000;1,000000;;4620;5;0,648000;0,000866;0,871645;6,640000;307
SAO JOAO DO SABUGI;SP;1,000000;1,000000;;51436;15;0,738000;0,000039;0,013084;0,010000;5
SAO JOAO DO SOTER ;PI;1,000000;1,000000;;6433;10;0,709000;0,000311;0,454065;0,970000;62
SAO JOAO DO SUL ;AL;1,000000;1,000000;1,000000;75394;15;0,760000;0,000040;0,010120;0,010000;8
SAO JOAO DO TRIUNFO ;MG;4,000000;3,000000;1,000000;5879;10;0,707000;0,001361;0,269263;0,560000;33
SAO JOAO DOS PATOS;PA;;4;4;18201;10;0,711000;0,000440;0,101478;0,220000;40
SAO JOAO EVANGELISTA;SC;2,000000;2,000000;2,000000;42495;15;0,709000;0,000141;0,094764;0,040000;17
SAO JOAO NEPOMUCENO ;PR;3,000000;4,000000;3,000000;4793;5;0,693000;0,002086;0,153140;1,630000;78
SAO JOAQUIM DA BARRA;MG;3,000000;2,000000;6,000000;8957;10;0,685000;0,001228;0,176733;0,270000;24
SAO JOAQUIM DE BICAS;ES;4,000000;3,000000;;11626;10;0,714000;0,000602;0,178737;0,410000;48
SAO JOAQUIM DO MONTE;MG;1,000000;2,000000;1,000000;12335;10;0,679000;0,000324;0,128334;0,180000;22
SAO JORGE DO IVAI ;MG;2,000000;2,000000;1,000000;14332;10;0,572000;0,000349;0,110452;0,030000;4
SAO JORGE DO PATROCINIO ;MG;3,000000;1,000000;;17959;10;0,653000;0,000223;0,088145;0,080000;14
SAO JORGE D'OESTE ;MG;4,000000;1,000000;;17959;10;0,653000;0,000278;0,088145;0,080000;14
SAO JOSE;MG;29,000000;34,000000;25,000000;5485;10;0,600000;0,016044;0,288605;0,120000;7
SAO JOSE DA BELA VISTA;GO;2,000000;2,000000;1,000000;4612;5;0,754000;0,001084;0,790763;12,850000;593
SAO JOSE DA BOA VISTA ;BA;2,000000;1,000000;;40976;15;0,673000;0,000073;0,095910;0,020000;8
SAO JOSE DA COROA GRANDE;SC;2,000000;2,000000;;2483;5;0,558000;0,001611;1,621828;5,850000;145
SAO JOSE DA LAGOA TAPADA;TO;1,000000;1,000000;;6488;10;0,703000;0,000308;0,073674;0,140000;9
SAO JOSE DA LAJE;PB;1,000000;3,000000;1,000000;24218;15;0,661000;0,000206;0,053225;0,010000;2
SAO JOSE DA SAFIRA;MS;1,000000;1,000000;;19973;10;0,653000;0,000100;0,066540;0,060000;12
SAO JOSE DA TAPERA;MG;1,000000;2,000000;2,000000;12739;10;0,664000;0,000392;0,124264;0,140000;18
SAO JOSE DA VARGINHA;SP;1,000000;1,000000;;12689;10;0,729000;0,000158;0,053038;0,150000;19
SAO JOSE DA VITORIA ;RS;1,000000;1,000000;;4676;5;0,651000;0,000428;0,030368;0,240000;11
SAO JOSE DAS MISSOES;SC;2,000000;1,000000;;4561;5;0,684000;0,000658;0,882920;8,810000;402
SAO JOSE DAS PALMEIRAS;MG;2,000000;;;4562;5;0,754000;0,000438;0,346997;5,640000;257
SAO JOSE DE CAIANA;SP;1,000000;1,000000;;5443;10;0,732000;0,000367;0,123645;0,360000;20
SAO JOSE DE ESPINHARAS;RS;1,000000;1,000000;;11471;10;0,668000;0,000174;0,012379;0,010000;1
SAO JOSE DE MIPIBU;MS;;3,000000;3,000000;5079;10;0,632000;0,001181;0,261666;0,180000;9
SAO JOSE DE PIRANHAS;MG;1,000000;2,000000;1,000000;2320;5;0,604000;0,001724;0,682328;3,660000;85
SAO JOSE DE RIBAMAR ;SC;;7,000000;5,000000;11600;10;0,567000;0,001034;0,347155;0,080000;9
SAO JOSE DE UBA ;RS;1,000000;2,000000;1,000000;5868;10;0,689000;0,000682;0,024199;0,040000;2
SAO JOSE DO ALEGRE;MG;2,000000;2,000000;;8224;10;0,739000;0,000486;0,192485;0,620000;51
SAO JOSE DO BARREIRO;BA;1,000000;1,000000;;9442;10;0,688000;0,000212;0,416225;0,660000;62
SAO JOSE DO BELMONTE;RN;1,000000;2,000000;1,000000;4462;5;0,700000;0,000896;0,212237;2,380000;106
SAO JOSE DO CALCADO ;AC;2,000000;4,000000;3,000000;19351;10;0,708000;0,000465;0,012402;0,030000;6
SAO JOSE DO CAMPESTRE ;RS;2,000000;2,000000;;2296;5;0,692000;0,001742;0,061847;0,650000;15
SAO JOSE DO DIVINO;RO;1,000000;1,000000;1,000000;55407;15;0,764000;0,000054;0,140686;0,170000;94
SAO JOSE DO EGITO ;MG;;3,000000;3,000000;3520;5;0,640000;0,001705;0,449716;3,220000;113
SAO JOSE DO GOIABAL ;SC;1,000000;1,000000;1,000000;4684;5;0,713000;0,000640;0,859735;10,560000;495
SAO JOSE DO HERVAL;PR;2,000000;;;9645;10;0,602000;0,000207;0,076102;0,030000;3
SAO JOSE DO HORTENCIO ;RS;1,000000;;1,000000;10617;10;0,755000;0,000188;0,013375;0,050000;5
SAO JOSE DO INHACORA;RS;1,000000;;;5080;10;0,688000;0,000197;0,027953;0,040000;2
SAO JOSE DO JACUIPE ;MT;2,000000;1,000000;;4036;5;0,619000;0,000743;2,648414;16,050000;648
SAO JOSE DO JACURI;PR;1,000000;1,000000;1,000000;9622;10;0,764000;0,000312;0,076284;0,340000;33
SAO JOSE DO OURO;RS;2,000000;1,000000;2,000000;6797;10;0,631000;0,000736;0,020892;0,010000;1
SAO JOSE DO POVO;SP;1,000000;;;16281;10;0,699000;0,000061;0,041337;0,080000;13
SAO JOSE DO RIO PARDO ;MG;6,000000;9,000000;7,000000;4622;5;0,737000;0,004760;0,342492;4,960000;229
SAO JOSE DO RIO PRETO ;SE;60,000000;66,000000;73,000000;11008;10;0,505000;0,018078;4,180233;0,300000;33
SAO JOSE DO SABUGI;PR;1,000000;1,000000;;4689;5;0,582000;0,000427;0,156537;0,700000;33
SAO JOSE DO SUL ;MT;1,000000;;;17054;10;0,719000;0,000059;0,626774;1,540000;263
SAO JOSE DO VALE DO RIO PRETO ;SP;1,000000;2,000000;2,000000;10801;10;0,609000;0,000463;0,062309;0,030000;3
